Year,Country_Code,Event,Medal
2000,NED,individual pursuit,1
2000,NED,individual road race,1
2000,NED,individual time trial,1
2000,NED,points race,1
2000,NED,quadruple sculls without coxswain (4x),4
2000,NED,single-handed dinghy (Europe),1
2000,NED,team,4
2000,NGR,100m hurdles,1
2000,NGR,4x400m relay,6
2000,NGR,75kg,1
2000,NOR,20km race walk,1
2000,NOR,50m rifle 3 positions (3x40 shots),1
2000,NOR,57 - 67 kg,1
2000,NOR,K-1 1000m (kayak single),1
2000,NOR,K-1 500m (kayak single),1
2000,NOR,double sculls (2x),2
2000,NOR,fleet/match race keelboat open (Soling),3
2000,NOR,football,18
2000,NOR,handball,15
2000,NOR,javelin throw,1
2000,NZL,board (Mistral),2
2000,NZL,individual,1
2000,NZL,single sculls (1x),1
2000,POL,+ 75kg,1
2000,POL,20km walk,1
2000,POL,50km walk,1
2000,POL,50m rifle 3 positions (3x20 shots),1
2000,POL,94kg,1
2000,POL,C-2 (canoe double),2
2000,POL,C-2 500m (canoe double),2
2000,POL,K-2 500m (kayak double),2
2000,POL,K-4 1000m (kayak four),4
2000,POL,foil team,4
2000,POL,hammer throw,2
2000,POL,lightweight double sculls (2x),2
2000,POL,vault,1
2000,POR,10000m,1
2000,POR,73 - 81kg (half-middleweight),1
2000,PRK,- 48kg (light-flyweight),1
2000,PRK,48 - 52kg (half-lightweight),1
2000,PRK,48 - 54kg,1
2000,PRK,58kg,1
2000,QAT,105kg,1
2000,ROU,100m backstroke,1
2000,ROU,1500m,2
2000,ROU,200m backstroke,1
2000,ROU,200m individual medley,1
2000,ROU,25m rapid fire pistol (60 shots),1
2000,ROU,400m individual medley,1
2000,ROU,5000m,1
2000,ROU,63.5 - 67kg (welterweight),1
2000,ROU,67 - 71kg (light-middleweight),1
2000,ROU,70 - 78kg (half-heavyweight),1
2000,ROU,C-2 1000m (canoe double),2
2000,ROU,C-2 500m (canoe double),2
2000,ROU,K-4 500m (kayak four),4
2000,ROU,eight with coxswain (8+),9
2000,ROU,floor exercises,1
2000,ROU,high jump,1
2000,ROU,individual all-round,2
2000,ROU,lightweight double sculls (2x),2
2000,ROU,marathon,1
2000,ROU,pair without coxswain (2-),2
2000,ROU,pommel horse,1
2000,ROU,sabre individual,1
2000,ROU,team competition,6
2000,ROU,vault,1
2000,RSA,100m breaststroke,1
2000,RSA,200m breaststroke,1
2000,RSA,400m hurdles,1
2000,RSA,discus throw,1
2000,RSA,high jump,1
2000,RUS,+ 100kg (heavyweight),1
2000,RUS,+ 105kg,1
2000,RUS,+ 67 kg,1
2000,RUS,- 48kg (extra-lightweight),1
2000,RUS,100m breaststroke,1
2000,RUS,100m freestyle,1
2000,RUS,10m air rifle (60 shots),2
2000,RUS,10m platform,1
2000,RUS,20km walk,1
2000,RUS,25m rapid fire pistol (60 shots),1
2000,RUS,3m springboard,1
2000,RUS,400m hurdles,1
2000,RUS,4x400m relay,6
2000,RUS,50m rifle 3 positions (3x20 shots),2
2000,RUS,51 - 54kg (bantamweight),1
2000,RUS,54 - 57kg (featherweight),1
2000,RUS,57 - 60kg (lightweight),1
2000,RUS,58 - 63kg,2
2000,RUS,63 - 69kg,2
2000,RUS,63.5 - 67kg (welterweight),1
2000,RUS,63kg,1
2000,RUS,69 - 76kg,1
2000,RUS,71-75kg,1
2000,RUS,75 - 81kg (light-heavyweight),1
2000,RUS,76 - 85kg,1
2000,RUS,81 - 91kg (heavyweight),1
2000,RUS,85 - 97kg,1
2000,RUS,90 - 100kg (half-heavyweight),1
2000,RUS,94kg,1
2000,RUS,97 - 130kg,2
2000,RUS,C-1 500m (canoe single),1
2000,RUS,Individual competition,1
2000,RUS,Points Race,1
2000,RUS,balance beam,2
2000,RUS,duet,2
2000,RUS,floor exercises,3
2000,RUS,foil individual,1
2000,RUS,group competition,6
2000,RUS,hammer throw,1
2000,RUS,handball,15
2000,RUS,heptathlon,1
2000,RUS,high jump,2
2000,RUS,horizontal bar,1
2000,RUS,individual,2
2000,RUS,individual all-round,3
2000,RUS,individual time trial,1
2000,RUS,javelin throw,1
2000,RUS,long jump,1
2000,RUS,parallel bars,1
2000,RUS,points race,1
2000,RUS,pole vault,1
2000,RUS,pommel horse,1
2000,RUS,quadruple sculls without coxswain (4x),4
2000,RUS,sabre team,3
2000,RUS,shot put,1
2000,RUS,singles,2
2000,RUS,skeet (75 targets),1
2000,RUS,sprint,1
2000,RUS,synchronized diving 10m platform,2
2000,RUS,synchronized diving 3m springboard,4
2000,RUS,team,8
2000,RUS,team competition,12
2000,RUS,triple jump,2
2000,RUS,uneven bars,1
2000,RUS,vault,3
2000,RUS,volleyball,24
2000,RUS,water polo,26
2000,RUS,épée individual,1
2000,RUS,épée team,4
2000,SLO,50m rifle 3 positions (3x40 shots),1
2000,SLO,double sculls (2x),2
2000,SRI,200m,1
2000,SUI,25m rapid fire pistol (60 shots),1
2000,SUI,Individual,2
2000,SUI,cross-country,2
2000,SUI,single sculls (1x),1
2000,SUI,team,4
2000,SUI,épée individual,1
2000,SUI,épée team,3
2000,SVK,100m butterfly,1
2000,SVK,200m freestyle,1
2000,SVK,C-1 (canoe single),2
2000,SVK,C-2 (canoe double),2
2000,SWE,100m butterfly,1
2000,SWE,100m freestyle,1
2000,SWE,4x100m freestyle relay,6
2000,SWE,50m freestyle,1
2000,SWE,50m rifle prone (60 shots),1
2000,SWE,85 - 97kg,1
2000,SWE,K-2 1000m (kayak double),2
2000,SWE,double trap (120 targets),1
2000,SWE,handball,15
2000,SWE,high jump,1
2000,SWE,single-handed dinghy (Finn),1
2000,SWE,singles,1
2000,THA,48 - 51kg (flyweight),1
2000,THA,58kg,1
2000,THA,67 - 71kg (light-middleweight),1
2000,TPE,- 49 kg,1
2000,TPE,- 58 kg,1
2000,TPE,53kg,1
2000,TPE,75kg,1
2000,TPE,singles,1
2000,TRI,100m,1
2000,TRI,200m,1
2000,TUR,49 - 57 kg,1
2000,TUR,56kg,1
2000,TUR,60 - 66kg (half-lightweight),1
2000,TUR,69 - 76kg,1
2000,TUR,76 - 85kg,1
2000,UKR,200m butterfly,1
2000,UKR,200m individual medley,1
2000,UKR,400m individual medley,1
2000,UKR,470 - Two Person Dinghy,2
2000,UKR,48 - 51kg (flyweight),1
2000,UKR,51 - 54kg (bantamweight),1
2000,UKR,54 - 58kg,1
2000,UKR,57 - 60kg (lightweight),1
2000,UKR,63.5 - 67kg (welterweight),1
2000,UKR,75 - 81kg (light-heavyweight),1
2000,UKR,800m freestyle,1
2000,UKR,81 - 90kg (middleweight),1
2000,UKR,85 - 97kg,1
2000,UKR,Team Pursuit (4000m),4
2000,UKR,individual,1
2000,UKR,individual all-round,1
2000,UKR,long jump,1
2000,UKR,skeet (125 targets),1
2000,UKR,sprint,1
2000,UKR,synchronized diving 3m springboard,2
2000,UKR,team (FITA Olympic round - 70m),3
2000,UKR,team competition,6
2000,UKR,triple jump,1
2000,URU,Points Race,1
2000,USA,+ 75kg,1
2000,USA,100m,1
2000,USA,100m backstroke,1
2000,USA,100m breaststroke,2
2000,USA,100m butterfly,1
2000,USA,100m freestyle,3
2000,USA,100m hurdles,1
2000,USA,10m air rifle (40 shots),1
2000,USA,10m platform,1
2000,USA,110m hurdles,2
2000,USA,1500m freestyle,1
2000,USA,200m backstroke,2
2000,USA,200m breaststroke,2
2000,USA,200m butterfly,2
2000,USA,200m individual medley,3
2000,USA,400m,2
2000,USA,400m freestyle,3
2000,USA,400m hurdles,1
2000,USA,400m individual medley,2
2000,USA,470 - Two Person Dinghy,4
2000,USA,48 - 54kg,1
2000,USA,48kg,1
2000,USA,49er - Skiff,2
2000,USA,4x100m freestyle relay,12
2000,USA,4x100m medley relay,15
2000,USA,4x100m relay,10
2000,USA,4x200m freestyle relay,12
2000,USA,4x400m relay,4
2000,USA,50m freestyle,3
2000,USA,51 - 54kg (bantamweight),1
2000,USA,54 - 57kg (featherweight),1
2000,USA,54 - 58kg,1
2000,USA,58 - 68 kg,1
2000,USA,60 - 63.5kg (light-welterweight),1
2000,USA,63 - 69kg,1
2000,USA,67 - 71kg (light-middleweight),1
2000,USA,69 - 76kg,2
2000,USA,800m freestyle,2
2000,USA,85 - 97kg,1
2000,USA,97 - 130kg,1
2000,USA,Individual competition,1
2000,USA,Sprint indivual,1
2000,USA,baseball,24
2000,USA,basketball,24
2000,USA,beach volleyball,2
2000,USA,coxless pair (2-),2
2000,USA,decathlon,1
2000,USA,double trap (120 targets),1
2000,USA,doubles,2
2000,USA,football,18
2000,USA,individual,1
2000,USA,individual (FITA Olympic round - 70m),1
2000,USA,individual time trial,2
2000,USA,lightweight double sculls (2x),2
2000,USA,pair without coxswain (2-),2
2000,USA,pole vault,3
2000,USA,shot put,2
2000,USA,singles,2
2000,USA,skeet (125 targets),1
2000,USA,softball,15
2000,USA,team,8
2000,USA,team (FITA Olympic round - 70m),3
2000,USA,team competition,6
2000,USA,two-person keelboat open (Star),2
2000,USA,water polo,13
2000,UZB,+ 91kg (super heavyweight),1
2000,UZB,60 - 63.5kg (light-welterweight),1
2000,UZB,75 - 81kg (light-heavyweight),1
2000,UZB,97 - 130kg,1
2000,VIE,49 - 57 kg,1
2000,YUG,10m air pistol (40 shots),1
2000,YUG,volleyball,12
2000,YUG,water polo,13
2004,ARG,400m individual medley,1
2004,ARG,Tornado - Multihull,2
2004,ARG,basketball,12
2004,ARG,doubles,2
2004,ARG,football,14
2004,ARG,hockey,16
2004,AUS,100m breaststroke,2
2004,AUS,100m butterfly,1
2004,AUS,100m freestyle,2
2004,AUS,10m platform,3
2004,AUS,1500m freestyle,1
2004,AUS,200m breaststroke,1
2004,AUS,200m butterfly,1
2004,AUS,200m freestyle,1
2004,AUS,20km race walk,1
2004,AUS,20km walk,1
2004,AUS,400m freestyle,2
2004,AUS,4x100m freestyle relay,5
2004,AUS,4x100m medley relay,7
2004,AUS,4x200m freestyle relay,7
2004,AUS,4x400m relay,5
2004,AUS,500m time trial,1
2004,AUS,50m freestyle,1
2004,AUS,Individual,1
2004,AUS,Individual Pursuit,1
2004,AUS,K-1 500m (kayak single),1
2004,AUS,K-2 500m (kayak double),2
2004,AUS,Keirin,2
2004,AUS,Madison,2
2004,AUS,Sprint indivual,1
2004,AUS,Team Pursuit (4000m),6
2004,AUS,baseball,24
2004,AUS,basketball,12
2004,AUS,coxless pair (2-),2
2004,AUS,eight with coxswain (8+),9
2004,AUS,hockey,16
2004,AUS,individual (FITA Olympic round - 70m),1
2004,AUS,individual pursuit,1
2004,AUS,individual road race,1
2004,AUS,lightweight coxless four (4-),4
2004,AUS,quadruple sculls without coxswain (4x),4
2004,AUS,singles,1
2004,AUS,softball,15
2004,AUS,sprint,1
2004,AUS,synchronized diving 10m platform,2
2004,AUS,synchronized diving 3m springboard,4
2004,AUS,trap (125 targets),1
2004,AUS,trap (75 targets),1
2004,AUT,100m backstroke,1
2004,AUT,200m backstroke,1
2004,AUT,50m rifle 3 positions (3x40 shots),1
2004,AUT,57 - 63kg (half-middleweight),1
2004,AUT,Individual,1
2004,AUT,Tornado - Multihull,2
2004,AUT,single-handed dinghy open (Laser),1
2004,AZE,25m pistol (30+30 shots),1
2004,AZE,48 - 51kg (flyweight),1
2004,AZE,51 - 54kg (bantamweight),1
2004,AZE,60 - 66kg,1
2004,AZE,skeet (75 targets),1
2004,BAH,200m,1
2004,BAH,400m,1
2004,BEL,48 - 52kg (half-lightweight),1
2004,BEL,individual road race,1
2004,BEL,singles,1
2004,BLR,100m,1
2004,BLR,500m time trial,1
2004,BLR,50m rifle prone (60 shots),1
2004,BLR,63kg,2
2004,BLR,74 - 84kg,1
2004,BLR,75 - 81kg (light-heavyweight),1
2004,BLR,81 - 91kg (heavyweight),1
2004,BLR,85kg,1
2004,BLR,90 - 100kg (half-heavyweight),1
2004,BLR,K-2 500m (kayak double),2
2004,BLR,discus throw,1
2004,BLR,hammer throw,1
2004,BLR,pair without coxswain (2-),2
2004,BLR,single sculls (1x),1
2004,BRA,66 - 73kg (lightweight),1
2004,BRA,73 - 81kg (half-middleweight),1
2004,BRA,Star - Keelboat,2
2004,BRA,beach volleyball,4
2004,BRA,football,17
2004,BRA,individual,1
2004,BRA,marathon,1
2004,BRA,single-handed dinghy open (Laser),1
2004,BRA,volleyball,12
2004,BUL,+ 105kg,1
2004,BUL,10m air pistol (40 shots),1
2004,BUL,25m pistol (30+30 shots),1
2004,BUL,55 - 60kg,1
2004,BUL,60 - 64 kg,1
2004,BUL,60 - 66kg (half-lightweight),1
2004,BUL,94kg,1
2004,BUL,floor exercises,1
2004,BUL,group competition,6
2004,BUL,rings,1
2004,BUL,single sculls (1x),2
2004,CAN,3m springboard,1
2004,CAN,48 - 55kg,1
2004,CAN,K-1 1000m (kayak single),1
2004,CAN,K-1 500m (kayak single),2
2004,CAN,Star - Keelboat,2
2004,CAN,cross-country,1
2004,CAN,floor exercises,1
2004,CAN,four without coxswain (4-),4
2004,CAN,individual,1
2004,CAN,sprint,1
2004,CAN,synchronized diving 10m platform,2
2004,CHI,doubles,2
2004,CHI,singles,2
2004,CHN,+ 67 kg,1
2004,CHN,+ 75kg,1
2004,CHN,+ 78kg (heavyweight),1
2004,CHN,- 48 kg,1
2004,CHN,"- 56kg, total (bantamweight)",1
2004,CHN,10000m,1
2004,CHN,100m breaststroke,1
2004,CHN,10m air pistol (60 shots),1
2004,CHN,10m air rifle (40 shots),1
2004,CHN,10m air rifle (60 shots),2
2004,CHN,10m platform,3
2004,CHN,110m hurdles,1
2004,CHN,3m springboard,3
2004,CHN,48 - 52kg (half-lightweight),1
2004,CHN,48kg,1
2004,CHN,48kg (light flywieght),1
2004,CHN,4x200m freestyle relay,5
2004,CHN,500m time trial,1
2004,CHN,50m rifle 3 positions (3x20 shots),1
2004,CHN,50m rifle 3 positions (3x40 shots),1
2004,CHN,57 - 67 kg,1
2004,CHN,58kg,1
2004,CHN,62kg,2
2004,CHN,63 - 70kg (middleweight),1
2004,CHN,63 - 72kg,1
2004,CHN,69kg,2
2004,CHN,70 - 78kg (half-heavyweight),1
2004,CHN,C-2 500m (canoe double),2
2004,CHN,board (Mistral),1
2004,CHN,double trap (120 targets),1
2004,CHN,double trap (150 targets),1
2004,CHN,doubles,14
2004,CHN,foil team,4
2004,CHN,individual,1
2004,CHN,individual all-round,1
2004,CHN,parallel bars,1
2004,CHN,pommel horse,1
2004,CHN,sabre individual,1
2004,CHN,singles,5
2004,CHN,skeet (75 targets),1
2004,CHN,synchronized diving 10m platform,4
2004,CHN,synchronized diving 3m springboard,2
2004,CHN,team (FITA Olympic round - 70m),3
2004,CHN,volleyball,12
2004,CHN,épée individual,1
2004,CMR,triple jump,1
2004,COL,53kg,1
2004,COL,points race,1
2004,CRO,50m freestyle,1
2004,CRO,69kg,1
2004,CRO,coxless pair (2-),2
2004,CRO,doubles,2
2004,CRO,handball,14
2004,CUB,+ 78kg (heavyweight),1
2004,CUB,+ 91kg (super heavyweight),1
2004,CUB,- 49 kg,1
2004,CUB,110m hurdles,1
2004,CUB,48 - 51kg (flyweight),1
2004,CUB,48 - 52kg (half-lightweight),1
2004,CUB,48kg (light flywieght),1
2004,CUB,51 - 54kg (bantamweight),1
2004,CUB,52 - 57kg (lightweight),1
2004,CUB,55 - 60kg,2
2004,CUB,57 - 60kg (lightweight),1
2004,CUB,57 - 63kg (half-middleweight),1
2004,CUB,60 - 64 kg,1
2004,CUB,60 - 66kg (half-lightweight),1
2004,CUB,64 - 69 kg,1
2004,CUB,66 - 74kg,1
2004,CUB,70 - 78kg (half-heavyweight),1
2004,CUB,81 - 91kg (heavyweight),1
2004,CUB,C-2 500m (canoe double),2
2004,CUB,baseball,23
2004,CUB,hammer throw,2
2004,CUB,javelin throw,1
2004,CUB,shot put,1
2004,CUB,skeet (125 targets),1
2004,CUB,volleyball,12
2004,CZE,10m air rifle (40 shots),1
2004,CZE,25m pistol (30+30 shots),1
2004,CZE,C-2 (canoe double),2
2004,CZE,Individual competition,1
2004,CZE,decathlon,1
2004,CZE,high jump,1
2004,CZE,quadruple sculls without coxswain (4x),4
2004,CZE,single-handed dinghy (Europe),1
2004,DEN,800m,1
2004,DEN,Yngling - Keelboat,3
2004,DEN,doubles,4
2004,DEN,handball,15
2004,DEN,lightweight coxless four (4-),4
2004,DEN,shot put,1
2004,DEN,single-handed dinghy (Europe),1
2004,DOM,400m hurdles,1
2004,EGY,+ 91kg (super heavyweight),1
2004,EGY,- 58 kg,1
2004,EGY,75 - 81kg (light-heavyweight),1
2004,EGY,81 - 91kg (heavyweight),1
2004,EGY,84 - 96kg,1
2004,ERI,10000m,1
2004,ESP,20km walk,1
2004,ESP,470 - Two Person Dinghy,2
2004,ESP,49er - Skiff,2
2004,ESP,C-1 1000m (canoe single),1
2004,ESP,C-1 500m (canoe single),1
2004,ESP,Individual Pursuit,1
2004,ESP,Keirin,1
2004,ESP,Points Race,1
2004,ESP,Team Pursuit (4000m),4
2004,ESP,beach volleyball,2
2004,ESP,cross-country,1
2004,ESP,floor exercises,1
2004,ESP,individual,1
2004,ESP,long jump,1
2004,ESP,single-handed dinghy (Finn),1
2004,ESP,team,4
2004,ESP,trap (75 targets),1
2004,ESP,vault,1
2004,EST,+ 100kg (heavyweight),1
2004,EST,discus throw,1
2004,EST,single sculls (1x),1
2004,ETH,10000m,4
2004,ETH,5000m,3
2004,FIN,66 - 74kg,1
2004,FIN,skeet (125 targets),1
2004,FRA,+ 67 kg,1
2004,FRA,+ 80 kg,1
2004,FRA,- 48 kg,1
2004,FRA,100m backstroke,1
2004,FRA,100m breaststroke,1
2004,FRA,1km time trial,1
2004,FRA,200m freestyle,1
2004,FRA,400m freestyle,1
2004,FRA,400m hurdles,1
2004,FRA,48 - 51kg (flyweight),1
2004,FRA,48 - 55kg,1
2004,FRA,4x100m relay,4
2004,FRA,50m freestyle,1
2004,FRA,55 - 63kg,1
2004,FRA,800m freestyle,1
2004,FRA,C-1 (canoe single),1
2004,FRA,K-1 (kayak single),2
2004,FRA,Star - Keelboat,2
2004,FRA,Team Sprint,3
2004,FRA,board (Mistral),1
2004,FRA,cross-country,1
2004,FRA,double sculls (2x),2
2004,FRA,foil individual,1
2004,FRA,lightweight double sculls (2x),2
2004,FRA,sabre team,3
2004,FRA,singles,1
2004,FRA,team,5
2004,FRA,uneven bars,1
2004,FRA,épée individual,2
2004,FRA,épée team,8
2004,GBR,1500m,1
2004,GBR,1500m freestyle,1
2004,GBR,1km time trial,1
2004,GBR,200m butterfly,1
2004,GBR,470 - Two Person Dinghy,2
2004,GBR,49er - Skiff,2
2004,GBR,4x100m relay,4
2004,GBR,57 - 60kg (lightweight),1
2004,GBR,800m,1
2004,GBR,Individual Pursuit,1
2004,GBR,Individual competition,1
2004,GBR,K-1 (kayak single),2
2004,GBR,K-1 500m (kayak single),1
2004,GBR,Madison,2
2004,GBR,Team Pursuit (4000m),6
2004,GBR,Yngling - Keelboat,3
2004,GBR,board (Mistral),1
2004,GBR,double sculls (2x),2
2004,GBR,doubles,2
2004,GBR,four without coxswain (4-),4
2004,GBR,heptathlon,1
2004,GBR,individual,2
2004,GBR,individual (FITA Olympic round - 70m),1
2004,GBR,pair without coxswain (2-),2
2004,GBR,quadruple sculls without coxswain (4x),4
2004,GBR,single-handed dinghy (Finn),1
2004,GBR,synchronized diving 10m platform,2
2004,GBR,team,5
2004,GEO,- 60 kg,1
2004,GEO,81 - 90kg (middleweight),1
2004,GEO,84 - 96kg,1
2004,GEO,85kg,1
2004,GER,- 48 kg,1
2004,GER,10m running target (30+30 shots),1
2004,GER,1km time trial,1
2004,GER,200m backstroke,1
2004,GER,200m breaststroke,1
2004,GER,25m rapid fire pistol (60 shots),1
2004,GER,48 - 51kg (flyweight),1
2004,GER,4x100m medley relay,9
2004,GER,4x200m freestyle relay,6
2004,GER,50m rifle prone (60 shots),1
2004,GER,52 - 57kg (lightweight),1
2004,GER,54 - 57kg (featherweight),1
2004,GER,63 - 70kg (middleweight),1
2004,GER,90 - 100kg (half-heavyweight),1
2004,GER,C-1 (canoe single),1
2004,GER,C-1 1000m (canoe single),1
2004,GER,C-1 500m (canoe single),1
2004,GER,C-2 (canoe double),2
2004,GER,C-2 1000m (canoe double),2
2004,GER,K-2 500m (kayak double),4
2004,GER,K-4 1000m (kayak four),4
2004,GER,K-4 500m (kayak four),4
2004,GER,Points Race,1
2004,GER,Sprint indivual,1
2004,GER,Team Sprint,3
2004,GER,cross-country,1
2004,GER,double sculls (2x),2
2004,GER,doubles,2
2004,GER,football,17
2004,GER,handball,15
2004,GER,hockey,32
2004,GER,individual,4
2004,GER,individual road race,1
2004,GER,javelin throw,1
2004,GER,lightweight double sculls (2x),2
2004,GER,quadruple sculls without coxswain (4x),4
2004,GER,shot put,1
2004,GER,single sculls (1x),1
2004,GER,synchronized diving 3m springboard,2
2004,GER,team,7
2004,GER,épée team,6
2004,GRE,+ 80 kg,1
2004,GRE,- 55kg,1
2004,GRE,20km race walk,1
2004,GRE,400m hurdles,1
2004,GRE,470 - Two Person Dinghy,2
2004,GRE,57 - 67 kg,1
2004,GRE,73 - 81kg (half-middleweight),1
2004,GRE,85kg,1
2004,GRE,board (Mistral),1
2004,GRE,discus throw,1
2004,GRE,javelin throw,1
2004,GRE,lightweight double sculls (2x),2
2004,GRE,rings,1
2004,GRE,synchronized diving 3m springboard,2
2004,GRE,triple jump,1
2004,GRE,water polo,13
2004,HKG,doubles,2
2004,HUN,- 55kg,1
2004,HUN,200m breaststroke,1
2004,HUN,400m individual medley,1
2004,HUN,69kg,1
2004,HUN,C-1 1000m (canoe single),1
2004,HUN,C-2 1000m (canoe double),2
2004,HUN,Individual competition,1
2004,HUN,K-1 500m (kayak single),1
2004,HUN,K-2 500m (kayak double),2
2004,HUN,K-4 1000m (kayak four),4
2004,HUN,K-4 500m (kayak four),4
2004,HUN,discus throw,1
2004,HUN,sabre individual,1
2004,HUN,skeet (75 targets),1
2004,HUN,water polo,13
2004,HUN,épée individual,1
2004,HUN,épée team,4
2004,INA,53kg,1
2004,INA,doubles,2
2004,INA,singles,2
2004,IND,double trap (150 targets),1
2004,IRI,+ 105kg,1
2004,IRI,55 - 60kg,1
2004,IRI,58 - 68 kg,1
2004,IRI,68 - 80 kg,1
2004,IRI,84 - 96kg,1
2004,IRI,96 - 120kg,1
2004,ISR,90 - 100kg (half-heavyweight),1
2004,ISR,board (Mistral),1
2004,ITA,+ 91kg (super heavyweight),1
2004,ITA,200m freestyle,1
2004,ITA,20km walk,1
2004,ITA,4x200m freestyle relay,6
2004,ITA,50m rifle 3 positions (3x20 shots),1
2004,ITA,70 - 78kg (half-heavyweight),1
2004,ITA,K-1 500m (kayak single),1
2004,ITA,K-2 1000m (kayak double),2
2004,ITA,basketball,11
2004,ITA,board (Mistral),1
2004,ITA,double sculls (2x),2
2004,ITA,foil individual,4
2004,ITA,foil team,3
2004,ITA,football,17
2004,ITA,four without coxswain (4-),4
2004,ITA,group competition,6
2004,ITA,horizontal bar,1
2004,ITA,individual (FITA Olympic round - 70m),1
2004,ITA,individual road race,1
2004,ITA,lightweight coxless four (4-),4
2004,ITA,marathon,1
2004,ITA,pole vault,1
2004,ITA,rings,1
2004,ITA,sabre individual,1
2004,ITA,sabre team,3
2004,ITA,skeet (125 targets),1
2004,ITA,trap (125 targets),1
2004,ITA,volleyball,11
2004,ITA,water polo,13
2004,JAM,100m,1
2004,JAM,200m,1
2004,JAM,400m hurdles,1
2004,JAM,4x100m relay,5
2004,JAM,4x400m relay,5
2004,JPN,+ 100kg (heavyweight),1
2004,JPN,+ 78kg (heavyweight),1
2004,JPN,- 48 kg,1
2004,JPN,- 48kg,1
2004,JPN,- 55kg,1
2004,JPN,- 60 kg,1
2004,JPN,100m backstroke,1
2004,JPN,100m breaststroke,1
2004,JPN,200m backstroke,1
2004,JPN,200m breaststroke,1
2004,JPN,200m butterfly,2
2004,JPN,470 - Two Person Dinghy,2
2004,JPN,48 - 52kg (half-lightweight),1
2004,JPN,48 - 55kg,1
2004,JPN,4x100m medley relay,4
2004,JPN,55 - 60kg,1
2004,JPN,55 - 63kg,1
2004,JPN,57 - 63kg (half-middleweight),1
2004,JPN,60 - 66kg (half-lightweight),1
2004,JPN,63 - 70kg (middleweight),1
2004,JPN,63 - 72kg,1
2004,JPN,70 - 78kg (half-heavyweight),1
2004,JPN,800m freestyle,1
2004,JPN,81 - 90kg (middleweight),1
2004,JPN,Team Sprint,3
2004,JPN,baseball,24
2004,JPN,duet,2
2004,JPN,hammer throw,1
2004,JPN,horizontal bar,1
2004,JPN,individual (FITA Olympic round - 70m),1
2004,JPN,marathon,1
2004,JPN,parallel bars,1
2004,JPN,pommel horse,1
2004,JPN,softball,15
2004,JPN,team,9
2004,JPN,team competition,6
2004,KAZ,57 - 60kg (lightweight),1
2004,KAZ,60 - 66kg,1
2004,KAZ,64 - 69 kg,1
2004,KAZ,66 - 74kg,1
2004,KAZ,69 - 75 kg,1
2004,KAZ,77kg,1
2004,KAZ,96 - 120kg,1
2004,KAZ,decathlon,1
2004,KEN,1500m,1
2004,KEN,3000m steeplechase,3
2004,KEN,5000m,2
2004,KEN,marathon,1
2004,KOR,+ 75kg,1
2004,KOR,+ 80 kg,1
2004,KOR,- 60 kg,1
2004,KOR,49 - 57 kg,1
2004,KOR,50m pistol (60 shots),1
2004,KOR,54 - 57kg (featherweight),1
2004,KOR,55 - 60kg,1
2004,KOR,57 - 67 kg,1
2004,KOR,58 - 68 kg,1
2004,KOR,64 - 69 kg,1
2004,KOR,66 - 73kg (lightweight),1
2004,KOR,69kg,1
2004,KOR,74 - 84kg,1
2004,KOR,90 - 100kg (half-heavyweight),1
2004,KOR,double trap (120 targets),1
2004,KOR,doubles,8
2004,KOR,handball,15
2004,KOR,individual (FITA Olympic round - 70m),2
2004,KOR,individual all-round,2
2004,KOR,singles,3
2004,KOR,team (FITA Olympic round - 70m),6
2004,KOR,trap (75 targets),1
2004,LAT,+ 105kg,1
2004,LAT,Individual competition,1
2004,LAT,javelin throw,1
2004,LAT,vault,1
2004,LTU,Individual competition,1
2004,LTU,discus throw,1
2004,LTU,heptathlon,1
2004,MAR,1500m,1
2004,MAR,5000m,1
2004,MAR,800m,1
2004,MEX,- 58 kg,1
2004,MEX,400m,1
2004,MEX,49 - 57 kg,1
2004,MEX,points race,1
2004,MGL,- 60 kg,1
2004,NED,+ 100kg (heavyweight),1
2004,NED,100m butterfly,1
2004,NED,100m freestyle,2
2004,NED,200m freestyle,1
2004,NED,4x100m freestyle relay,10
2004,NED,50m freestyle,1
2004,NED,52 - 57kg (lightweight),1
2004,NED,63 - 70kg (middleweight),1
2004,NED,81 - 90kg (middleweight),1
2004,NED,Sprint indivual,1
2004,NED,cross-country,1
2004,NED,eight with coxswain (8+),18
2004,NED,hockey,31
2004,NED,individual,1
2004,NED,individual pursuit,1
2004,NED,individual time trial,1
2004,NED,lightweight double sculls (2x),2
2004,NED,singles,1
2004,NGR,4x100m relay,4
2004,NGR,4x400m relay,4
2004,NOR,K-1 1000m (kayak single),1
2004,NOR,K-2 1000m (kayak double),2
2004,NOR,cross-country,1
2004,NOR,javelin throw,1
2004,NOR,single sculls (1x),1
2004,NOR,single-handed dinghy (Europe),1
2004,NZL,Individual,2
2004,NZL,K-1 1000m (kayak single),1
2004,NZL,double sculls (2x),2
2004,NZL,individual pursuit,1
2004,PAR,football,17
2004,POL,+ 75kg,1
2004,POL,100m butterfly,1
2004,POL,200m butterfly,1
2004,POL,400m freestyle,1
2004,POL,50km walk,1
2004,POL,K-2 500m (kayak double),2
2004,POL,foil individual,1
2004,POL,lightweight double sculls (2x),2
2004,POL,pole vault,1
2004,POL,single-handed dinghy (Finn),1
2004,POR,100m,1
2004,POR,1500m,1
2004,POR,individual road race,1
